Feature ID	Taxon	Confidence
464e074ff1005874a000f0b8a28cf431	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales	0.8934040776799208
b73096ada761a1c5cd3bb7d7aabae2cb	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__uncultured	0.7548668312935913
99cefd70aead18f502d5acfa7ed569d5	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Nocardioidaceae;D_5__Aeromicrobium	0.8834890333569412
33c5bf6d43c2e9d2c944840cc7bef7d9	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__uncultured;D_6__uncultured Niastella sp.	0.7704143325198792
be14f09dcff86919291edbfd400ebd57	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus	0.973941641968444
a7aeeabf942ab0917bcfa1ed8d182d57	D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured	0.9396733342523195
940a36bd8feb026b907b6c59f3db9167	D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__uncultured Chloroflexus sp.;D_4__uncultured Chloroflexus sp.;D_5__uncultured Chloroflexus sp.;D_6__uncultured Chloroflexus sp.	0.7779860052293802
10e84169052959d23f54c1dcd9093cea	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Mycobacteriaceae;D_5__Mycobacterium	0.9995059227797772
17aeabe1a0d5f4caa7bf826d8d317d47	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Solirubrobacter	0.9992020054511783
874c14b1362b935b4cb11ff1ca3f0a44	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14	0.9892114014663975
1354dca411a9b53f9f3439b9211c5bb7	D_0__Bacteria	0.9984601230061874
c80dcd774a5d4e2d4c04612d4551d18b	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Kallotenuales;D_4__AKIW781	0.9985567414624226
fed5f78a67850fc232fb2e4963cf97f4	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Dongiales;D_4__Dongiaceae;D_5__Dongia	0.9644302231757244
a50107d3f61079bf8a1dedca6c2ed2ce	D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia;D_3__Entotheonellales;D_4__Entotheonellaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9092403918679783
9e97db2ac25351b2de9be4891492008b	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pirellula	0.9997906245153358
330e6ed29d6d81ebea34304ab3e03e9d	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6	0.999992779892497
c3932975f1074ecb4ebe700dd6451b15	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured;D_6__uncultured bacterium	0.8175591747419608
6c3381e38e43c620c2c03684812493d1	D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9662543680644079
2fdec6b822d9f9d335506404d87f57ce	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured	0.9746554581953117
ec8c9f62bc1e19e8789739af924c49c0	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured Rubrobacteria bacterium;D_6__uncultured Rubrobacteria bacterium	0.8072989688453296
d9c45f001f7a1b87d78c243c7f26dce1	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256	0.9926466937050977
df9423cc3b21116014ff0cfae944632c	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus	0.9995860605945383
c568a2a7bbdb30e609eb37eb086198a3	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45	0.9967106708863693
b59a549fc72a32f13ed800baec72ec6f	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae	0.9984117667269597
cfc356ea7df19732307823df60ad3f40	D_0__Bacteria;D_1__Actinobacteria;D_2__Rubrobacteria;D_3__Rubrobacterales;D_4__Rubrobacteriaceae;D_5__Rubrobacter	0.9999516493696075
c45c4fc4c5d23c40f8a339c08efbafbf	D_0__Bacteria	0.999870334060105
ce6d1ac758551224fe7e1875e75c0179	D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Subgroup 12;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9457799019215034
cfff334154ebfd079d9b101970fe69ba	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas	0.9509240855167372
965e2695c942764bc02c1a72b1b6d4b9	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales;D_4__Streptomycetaceae;D_5__Streptomyces	0.9899863144459427
5bdcfbbc6ae9671d3793171cf7d31351	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__uncultured bacterium;D_6__uncultured bacterium	0.7781007649362918
4590306afc5e38eb0edc1ba369bd3b0f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9986786978972001
610c2c8945772e8abe90411914de7935	D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9832543788059693
6e73720eb865a51020e3e0807515faf8	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae	0.996560739972008
0a17452be358c36b329c5c4c0291561e	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14	0.7430219192855464
7d11b5fa727f2fbd3402f37061e9a0fc	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured Chloroflexi bacterium;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium;D_6__uncultured Chloroflexi bacterium	0.7619509466944616
9ab35859dc9efd62d9b16abb95494017	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade	0.9999066157375854
6da00fd9fac792c369519cdef9a3fe84	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured;D_6__uncultured soil bacterium	0.7391560371334834
7c4cb4588e69bd771fb69bf9caec5406	D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__uncultured Chloroflexus sp.;D_4__uncultured Chloroflexus sp.;D_5__uncultured Chloroflexus sp.;D_6__uncultured Chloroflexus sp.	0.7437417206849017
56fd38ba27d164e9140a458f35e9facd	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured	0.9051647526457454
3dca3891e44627decc4d83479293d7df	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pirellula	0.9907052167729065
b570f0ad37e4a495c45be50929f60049	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Pseudonocardiales;D_4__Pseudonocardiaceae;D_5__Crossiella;D_6__uncultured bacterium	0.7682573811285305
888ee1eb4080d4ff3e36d7792704fdce	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Solirubrobacter	0.9948635962202295
412c27b5585764ea1422a85114e2ca37	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium	0.773357171490101
4151d2ac393500104070017a2d64dc81	D_0__Bacteria	0.9998206075158151
af784ee2a255e1a03e00eb693f404c14	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Limnobacter;D_6__uncultured bacterium	0.7013582876040028
fe3e64a36ea96e2e8e326cb6978b6b65	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__uncultured	0.8688230849064105
57d7931540d74e9617de314b1707033b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9187603145142726
9ea2a4124382f8b79c2657bd66e77927	D_0__Bacteria;D_1__Rokubacteria;D_2__NC10;D_3__Rokubacteriales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.7368281260302311
12fb6da6aba050893c846139e4dd22c3	D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8249913389060726
54882bc3e26adbc6b800a483a451336a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria	0.7082337529742763
49a334a4d652f08c7c159c2d7d894615	D_0__Bacteria	0.9963415555006557
29de8b28551258d8b553ab3223790ba0	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae	0.9969239889174828
c9d87a2ee9bcf3a21da0f6c603c84a83	D_0__Bacteria;D_1__Planctomycetes;D_2__OM190	0.8856136706064913
4622055b25364d0e38505c9cc5a0573b	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured	0.9633048390613388
5efdfb2c4f8705a287bece8113184a4f	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__uncultured Thermomicrobia bacterium;D_6__uncultured Thermomicrobia bacterium	0.9438581602508251
09044045a58deb986863a28bf39baff7	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia	0.735832557042249
c520d6e3cd0edc147f3de2be3d521ac4	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria	0.9999988784667526
