sample	seqname	count
P13625_1079_S79	seq_000000931	1
P13625_1077_S77	seq_000000932	2
P13625_1080_S80	seq_000000933	1
P13625_1080_S80	seq_000000934	1
P13625_1078_S78	seq_000000935	1
P13625_1078_S78	seq_000000936	1
P13625_1077_S77	seq_000000937	257
P13625_1078_S78	seq_000000937	271
P13625_1075_S75	seq_000000938	26
P13625_1077_S77	seq_000000938	273
P13625_1078_S78	seq_000000938	299
P13625_1079_S79	seq_000000938	279
P13625_1080_S80	seq_000000938	180
P13625_1078_S78	seq_000000939	1
P13625_1077_S77	seq_000000940	60
P13625_1078_S78	seq_000000940	69
P13625_1079_S79	seq_000000940	413
P13625_1080_S80	seq_000000940	362
P13625_1080_S80	seq_000000941	1
P13625_1080_S80	seq_000000942	1
P13625_1077_S77	seq_000000943	48
P13625_1078_S78	seq_000000943	53
P13625_1079_S79	seq_000000943	226
P13625_1080_S80	seq_000000943	194
P13625_1079_S79	seq_000000944	1
P13625_1079_S79	seq_000000945	1
P13625_1078_S78	seq_000000946	3
P13625_1077_S77	seq_000000947	1
P13625_1079_S79	seq_000000947	1
P13625_1080_S80	seq_000000948	2
P13625_1080_S80	seq_000000949	1
P13625_1079_S79	seq_000000950	1
P13625_1077_S77	seq_000000951	1
P13625_1077_S77	seq_000000952	1
P13625_1078_S78	seq_000000952	1
P13625_1078_S78	seq_000000953	1
P13625_1080_S80	seq_000000954	2
P13625_1079_S79	seq_000000955	1
P13625_1077_S77	seq_000000956	1
P13625_1077_S77	seq_000000957	55
P13625_1078_S78	seq_000000957	80
P13625_1079_S79	seq_000000957	36
P13625_1078_S78	seq_000000958	2
P13625_1080_S80	seq_000000958	1
P13625_1078_S78	seq_000000959	4
P13625_1077_S77	seq_000000960	1
P13625_1078_S78	seq_000000960	1
P13625_1079_S79	seq_000000960	2
P13625_1080_S80	seq_000000960	1
P13625_1079_S79	seq_000000961	1
P13625_1080_S80	seq_000000962	5
P13625_1079_S79	seq_000000963	3
P13625_1078_S78	seq_000000964	1
P13625_1079_S79	seq_000000964	2
P13625_1080_S80	seq_000000964	1
P13625_1079_S79	seq_000000965	1
P13625_1078_S78	seq_000000966	5
P13625_1080_S80	seq_000000966	2
P13625_1078_S78	seq_000000967	2
P13625_1080_S80	seq_000000967	1
P13625_1079_S79	seq_000000968	4
P13625_1080_S80	seq_000000968	1
P13625_1078_S78	seq_000000969	1
P13625_1077_S77	seq_000000970	1
P13625_1080_S80	seq_000000971	2
P13625_1079_S79	seq_000000972	2
P13625_1077_S77	seq_000000973	1
P13625_1078_S78	seq_000000973	1
P13625_1080_S80	seq_000000974	3
P13625_1079_S79	seq_000000975	1
P13625_1079_S79	seq_000000976	4
P13625_1080_S80	seq_000000977	3
P13625_1079_S79	seq_000000978	1
P13625_1077_S77	seq_000000979	2
P13625_1077_S77	seq_000000980	186
P13625_1078_S78	seq_000000980	173
P13625_1079_S79	seq_000000980	102
P13625_1080_S80	seq_000000980	136
P13625_1080_S80	seq_000000981	1
P13625_1077_S77	seq_000000982	268
P13625_1078_S78	seq_000000982	264
P13625_1077_S77	seq_000000983	4
P13625_1078_S78	seq_000000983	3
P13625_1080_S80	seq_000000984	1
P13625_1075_S75	seq_000000985	250
P13625_1076_S76	seq_000000985	21
P13625_1077_S77	seq_000000985	9602
P13625_1078_S78	seq_000000985	9726
P13625_1079_S79	seq_000000985	3077
P13625_1080_S80	seq_000000985	2492
P13625_1077_S77	seq_000000986	1
P13625_1077_S77	seq_000000987	1
P13625_1077_S77	seq_000000988	1
P13625_1077_S77	seq_000000989	1
P13625_1077_S77	seq_000000990	2
P13625_1078_S78	seq_000000991	1
P13625_1078_S78	seq_000000992	3
P13625_1078_S78	seq_000000993	2
P13625_1078_S78	seq_000000994	2
P13625_1077_S77	seq_000000995	16
P13625_1079_S79	seq_000000996	1
P13625_1079_S79	seq_000000997	1
P13625_1078_S78	seq_000000998	1
P13625_1078_S78	seq_000000999	1
P13625_1078_S78	seq_000001000	2
P13625_1079_S79	seq_000001001	2
P13625_1079_S79	seq_000001002	1
P13625_1078_S78	seq_000001003	6
P13625_1080_S80	seq_000001004	1
P13625_1078_S78	seq_000001005	1
P13625_1078_S78	seq_000001006	1
P13625_1077_S77	seq_000001007	1
P13625_1077_S77	seq_000001008	1
P13625_1079_S79	seq_000001009	2
P13625_1077_S77	seq_000001010	2
P13625_1077_S77	seq_000001011	1
P13625_1079_S79	seq_000001012	1
P13625_1079_S79	seq_000001013	1
P13625_1077_S77	seq_000001014	1
P13625_1077_S77	seq_000001015	1
P13625_1077_S77	seq_000001016	1
P13625_1077_S77	seq_000001017	1
P13625_1077_S77	seq_000001018	1
P13625_1080_S80	seq_000001019	1
P13625_1077_S77	seq_000001020	1
P13625_1075_S75	seq_000001021	13
P13625_1077_S77	seq_000001021	225
P13625_1078_S78	seq_000001021	262
P13625_1079_S79	seq_000001021	152
P13625_1080_S80	seq_000001021	101
P13625_1078_S78	seq_000001022	1
P13625_1080_S80	seq_000001023	1
P13625_1078_S78	seq_000001024	1
P13625_1078_S78	seq_000001025	1
P13625_1077_S77	seq_000001026	1
P13625_1077_S77	seq_000001027	1906
P13625_1078_S78	seq_000001027	1827
P13625_1079_S79	seq_000001028	9
P13625_1079_S79	seq_000001029	1
P13625_1079_S79	seq_000001030	1
P13625_1079_S79	seq_000001031	1
P13625_1079_S79	seq_000001032	1
P13625_1079_S79	seq_000001033	1
P13625_1079_S79	seq_000001034	1
P13625_1080_S80	seq_000001035	1
P13625_1080_S80	seq_000001036	1
P13625_1080_S80	seq_000001037	1
P13625_1080_S80	seq_000001038	1
P13625_1079_S79	seq_000001039	1
P13625_1077_S77	seq_000001040	96
P13625_1078_S78	seq_000001040	98
P13625_1079_S79	seq_000001040	424
P13625_1080_S80	seq_000001040	330
P13625_1079_S79	seq_000001041	1
P13625_1078_S78	seq_000001042	1
P13625_1077_S77	seq_000001043	86
P13625_1078_S78	seq_000001043	65
P13625_1078_S78	seq_000001044	1
P13625_1078_S78	seq_000001045	3
P13625_1078_S78	seq_000001046	2
P13625_1079_S79	seq_000001047	1
P13625_1079_S79	seq_000001048	1
P13625_1079_S79	seq_000001049	1
P13625_1077_S77	seq_000001050	1
P13625_1078_S78	seq_000001051	1
P13625_1077_S77	seq_000001052	420
P13625_1078_S78	seq_000001052	357
P13625_1075_S75	seq_000001053	76
P13625_1077_S77	seq_000001053	1855
P13625_1078_S78	seq_000001053	1531
P13625_1079_S79	seq_000001053	171
P13625_1080_S80	seq_000001053	140
P13625_1077_S77	seq_000001054	1
P13625_1077_S77	seq_000001055	1
P13625_1078_S78	seq_000001056	1
P13625_1078_S78	seq_000001057	1
P13625_1077_S77	seq_000001058	1
P13625_1075_S75	seq_000001059	22
P13625_1077_S77	seq_000001059	603
P13625_1078_S78	seq_000001059	510
P13625_1079_S79	seq_000001059	49
P13625_1080_S80	seq_000001059	63
P13625_1077_S77	seq_000001060	1
P13625_1077_S77	seq_000001061	1
P13625_1078_S78	seq_000001062	1
P13625_1078_S78	seq_000001063	1
P13625_1078_S78	seq_000001064	1
P13625_1078_S78	seq_000001065	1
P13625_1077_S77	seq_000001066	1
P13625_1078_S78	seq_000001067	1
P13625_1079_S79	seq_000001068	13
P13625_1079_S79	seq_000001069	15
P13625_1080_S80	seq_000001069	18
P13625_1079_S79	seq_000001070	1
P13625_1077_S77	seq_000001071	67
P13625_1078_S78	seq_000001071	83
P13625_1079_S79	seq_000001071	46
P13625_1080_S80	seq_000001071	34
P13625_1077_S77	seq_000001072	1
P13625_1077_S77	seq_000001073	1
P13625_1077_S77	seq_000001074	1
P13625_1080_S80	seq_000001075	1
P13625_1077_S77	seq_000001076	1
P13625_1077_S77	seq_000001077	1
P13625_1078_S78	seq_000001078	1
P13625_1078_S78	seq_000001079	1
P13625_1079_S79	seq_000001080	109
P13625_1080_S80	seq_000001080	90
P13625_1075_S75	seq_000001081	28
P13625_1077_S77	seq_000001081	870
P13625_1078_S78	seq_000001081	723
P13625_1077_S77	seq_000001082	1
P13625_1077_S77	seq_000001083	12
P13625_1078_S78	seq_000001083	6
P13625_1079_S79	seq_000001084	19
P13625_1080_S80	seq_000001084	20
P13625_1079_S79	seq_000001085	38
P13625_1080_S80	seq_000001085	31
P13625_1079_S79	seq_000001086	5
P13625_1080_S80	seq_000001086	5
P13625_1079_S79	seq_000001087	18
P13625_1080_S80	seq_000001087	20
P13625_1077_S77	seq_000001088	1
P13625_1079_S79	seq_000001089	1
P13625_1079_S79	seq_000001090	1
P13625_1078_S78	seq_000001091	1
P13625_1078_S78	seq_000001092	1
P13625_1078_S78	seq_000001093	1
P13625_1077_S77	seq_000001094	2
P13625_1077_S77	seq_000001095	1
P13625_1077_S77	seq_000001096	1
P13625_1077_S77	seq_000001097	1
P13625_1080_S80	seq_000001098	1
P13625_1080_S80	seq_000001099	1
P13625_1077_S77	seq_000001100	1
P13625_1077_S77	seq_000001101	1
P13625_1079_S79	seq_000001102	1
P13625_1075_S75	seq_000001103	70
P13625_1076_S76	seq_000001103	6
P13625_1077_S77	seq_000001103	5902
P13625_1078_S78	seq_000001103	2710
P13625_1079_S79	seq_000001103	916
P13625_1080_S80	seq_000001103	726
P13625_1077_S77	seq_000001104	50
P13625_1079_S79	seq_000001105	1
P13625_1077_S77	seq_000001106	2
P13625_1078_S78	seq_000001107	1
P13625_1078_S78	seq_000001108	1
P13625_1079_S79	seq_000001109	1
P13625_1079_S79	seq_000001110	2
P13625_1079_S79	seq_000001111	2
P13625_1077_S77	seq_000001112	2
P13625_1078_S78	seq_000001113	2
P13625_1077_S77	seq_000001114	73
P13625_1078_S78	seq_000001114	68
P13625_1080_S80	seq_000001114	6
P13625_1079_S79	seq_000001115	3
P13625_1079_S79	seq_000001116	35
P13625_1080_S80	seq_000001116	40
P13625_1077_S77	seq_000001117	14
P13625_1078_S78	seq_000001117	20
P13625_1079_S79	seq_000001117	26
P13625_1080_S80	seq_000001117	22
P13625_1077_S77	seq_000001118	7
P13625_1077_S77	seq_000001119	9
P13625_1078_S78	seq_000001119	9
P13625_1079_S79	seq_000001119	8
P13625_1080_S80	seq_000001119	7
P13625_1078_S78	seq_000001120	5
P13625_1077_S77	seq_000001121	31
P13625_1078_S78	seq_000001121	19
P13625_1080_S80	seq_000001122	1
P13625_1077_S77	seq_000001123	124
P13625_1078_S78	seq_000001123	94
P13625_1079_S79	seq_000001123	125
P13625_1080_S80	seq_000001123	124
P13625_1075_S75	seq_000001124	133
P13625_1076_S76	seq_000001125	1
P13625_1075_S75	seq_000001126	46
P13625_1076_S76	seq_000001126	870
P13625_1080_S80	seq_000001127	9
P13625_1075_S75	seq_000001128	317
P13625_1076_S76	seq_000001128	8605
P13625_1078_S78	seq_000001128	16
P13625_1079_S79	seq_000001128	7
P13625_1080_S80	seq_000001128	15
P13625_1076_S76	seq_000001129	1
P13625_1076_S76	seq_000001130	1
P13625_1076_S76	seq_000001131	1
P13625_1079_S79	seq_000001132	22
P13625_1080_S80	seq_000001132	12
P13625_1075_S75	seq_000001133	307
P13625_1076_S76	seq_000001133	8659
P13625_1076_S76	seq_000001134	1
P13625_1076_S76	seq_000001135	1
P13625_1076_S76	seq_000001136	1
P13625_1076_S76	seq_000001137	1
P13625_1076_S76	seq_000001138	1
P13625_1075_S75	seq_000001139	50
P13625_1076_S76	seq_000001139	1502
P13625_1077_S77	seq_000001140	20
P13625_1078_S78	seq_000001140	15
P13625_1079_S79	seq_000001140	17
P13625_1080_S80	seq_000001140	8
P13625_1077_S77	seq_000001141	1
P13625_1075_S75	seq_000001142	357
P13625_1075_S75	seq_000001143	2
P13625_1077_S77	seq_000001143	51
P13625_1078_S78	seq_000001143	36
P13625_1079_S79	seq_000001143	42
P13625_1080_S80	seq_000001143	38
P13625_1077_S77	seq_000001144	1
P13625_1075_S75	seq_000001145	467
P13625_1078_S78	seq_000001146	2
P13625_1077_S77	seq_000001147	6
P13625_1080_S80	seq_000001148	5
P13625_1075_S75	seq_000001149	500
P13625_1075_S75	seq_000001150	569
P13625_1077_S77	seq_000001151	185
P13625_1078_S78	seq_000001151	125
P13625_1079_S79	seq_000001151	85
P13625_1080_S80	seq_000001151	90
P13625_1077_S77	seq_000001152	1
P13625_1077_S77	seq_000001153	1
P13625_1075_S75	seq_000001154	8
P13625_1077_S77	seq_000001154	217
P13625_1078_S78	seq_000001154	105
P13625_1079_S79	seq_000001154	72
P13625_1080_S80	seq_000001154	45
P13625_1079_S79	seq_000001155	25
P13625_1080_S80	seq_000001155	14
P13625_1079_S79	seq_000001156	35
P13625_1080_S80	seq_000001156	17
P13625_1077_S77	seq_000001157	115
P13625_1078_S78	seq_000001157	62
P13625_1079_S79	seq_000001157	16
P13625_1080_S80	seq_000001157	15
P13625_1079_S79	seq_000001158	1
P13625_1079_S79	seq_000001159	1
P13625_1079_S79	seq_000001160	131
P13625_1080_S80	seq_000001160	147
P13625_1075_S75	seq_000001161	1080
P13625_1079_S79	seq_000001162	49
P13625_1080_S80	seq_000001162	43
P13625_1079_S79	seq_000001163	14
P13625_1080_S80	seq_000001163	8
P13625_1077_S77	seq_000001164	6
P13625_1079_S79	seq_000001165	2
P13625_1079_S79	seq_000001166	8
P13625_1078_S78	seq_000001167	11
P13625_1077_S77	seq_000001168	35
P13625_1078_S78	seq_000001168	24
P13625_1080_S80	seq_000001168	9
P13625_1077_S77	seq_000001169	20
P13625_1077_S77	seq_000001170	15
P13625_1077_S77	seq_000001171	17
P13625_1077_S77	seq_000001172	14
P13625_1077_S77	seq_000001173	1
P13625_1077_S77	seq_000001174	1
P13625_1077_S77	seq_000001175	185
P13625_1078_S78	seq_000001175	97
P13625_1079_S79	seq_000001175	32
P13625_1077_S77	seq_000001176	46
P13625_1078_S78	seq_000001176	54
P13625_1077_S77	seq_000001177	35
P13625_1078_S78	seq_000001177	20
P13625_1077_S77	seq_000001178	1
P13625_1078_S78	seq_000001179	22
P13625_1077_S77	seq_000001180	69
P13625_1078_S78	seq_000001180	47
P13625_1077_S77	seq_000001181	1
P13625_1077_S77	seq_000001182	62
P13625_1078_S78	seq_000001182	32
P13625_1077_S77	seq_000001183	27
P13625_1078_S78	seq_000001183	20
P13625_1077_S77	seq_000001184	15
P13625_1077_S77	seq_000001185	48
P13625_1078_S78	seq_000001185	31
P13625_1075_S75	seq_000001186	11
P13625_1077_S77	seq_000001187	14
P13625_1078_S78	seq_000001187	11
P13625_1080_S80	seq_000001187	2
P13625_1078_S78	seq_000001188	1
P13625_1075_S75	seq_000001189	9
P13625_1077_S77	seq_000001189	240
P13625_1078_S78	seq_000001189	247
P13625_1080_S80	seq_000001189	74
P13625_1079_S79	seq_000001190	35
P13625_1080_S80	seq_000001191	2
P13625_1079_S79	seq_000001192	9
P13625_1077_S77	seq_000001193	23
P13625_1078_S78	seq_000001193	17
P13625_1079_S79	seq_000001193	58
P13625_1080_S80	seq_000001193	42
P13625_1077_S77	seq_000001194	16
P13625_1078_S78	seq_000001194	10
P13625_1077_S77	seq_000001195	14
P13625_1078_S78	seq_000001195	12
P13625_1077_S77	seq_000001196	35
P13625_1078_S78	seq_000001196	33
P13625_1079_S79	seq_000001196	5
P13625_1080_S80	seq_000001196	6
P13625_1079_S79	seq_000001197	7
P13625_1077_S77	seq_000001198	10
P13625_1078_S78	seq_000001198	5
P13625_1080_S80	seq_000001198	14
P13625_1075_S75	seq_000001199	2
P13625_1077_S77	seq_000001199	8
P13625_1078_S78	seq_000001199	10
P13625_1080_S80	seq_000001200	4
P13625_1077_S77	seq_000001201	49
P13625_1078_S78	seq_000001201	33
P13625_1079_S79	seq_000001201	7
P13625_1076_S76	seq_000001202	6
P13625_1077_S77	seq_000001203	17
P13625_1077_S77	seq_000001204	4
P13625_1075_S75	seq_000001205	9
P13625_1077_S77	seq_000001205	58
P13625_1078_S78	seq_000001205	93
P13625_1079_S79	seq_000001205	110
P13625_1080_S80	seq_000001205	84
P13625_1078_S78	seq_000001206	1
P13625_1077_S77	seq_000001207	4
P13625_1078_S78	seq_000001207	4
P13625_1079_S79	seq_000001208	29
P13625_1080_S80	seq_000001208	19
P13625_1077_S77	seq_000001209	28
P13625_1077_S77	seq_000001210	6
P13625_1077_S77	seq_000001211	103
P13625_1078_S78	seq_000001211	71
P13625_1079_S79	seq_000001211	26
P13625_1080_S80	seq_000001211	26
P13625_1080_S80	seq_000001212	44
P13625_1077_S77	seq_000001213	32
P13625_1079_S79	seq_000001214	22
P13625_1080_S80	seq_000001215	16
P13625_1077_S77	seq_000001216	120
P13625_1078_S78	seq_000001216	113
P13625_1079_S79	seq_000001217	41
P13625_1080_S80	seq_000001217	22
P13625_1077_S77	seq_000001218	72
P13625_1078_S78	seq_000001218	54
P13625_1080_S80	seq_000001218	11
P13625_1078_S78	seq_000001219	68
P13625_1077_S77	seq_000001220	80
P13625_1079_S79	seq_000001221	34
P13625_1080_S80	seq_000001221	33
P13625_1079_S79	seq_000001222	23
P13625_1080_S80	seq_000001222	17
P13625_1080_S80	seq_000001223	8
P13625_1077_S77	seq_000001224	89
P13625_1078_S78	seq_000001224	89
P13625_1079_S79	seq_000001224	78
P13625_1080_S80	seq_000001224	67
P13625_1077_S77	seq_000001225	15
P13625_1078_S78	seq_000001225	14
P13625_1079_S79	seq_000001225	31
P13625_1080_S80	seq_000001225	23
P13625_1079_S79	seq_000001226	1
P13625_1079_S79	seq_000001227	1
P13625_1079_S79	seq_000001228	1
P13625_1079_S79	seq_000001229	90
P13625_1075_S75	seq_000001230	17
P13625_1077_S77	seq_000001230	74
P13625_1078_S78	seq_000001230	93
P13625_1080_S80	seq_000001230	59
P13625_1079_S79	seq_000001231	17
P13625_1080_S80	seq_000001232	16
P13625_1078_S78	seq_000001233	15
P13625_1079_S79	seq_000001233	35
P13625_1080_S80	seq_000001233	37
P13625_1077_S77	seq_000001234	61
P13625_1078_S78	seq_000001234	49
P13625_1079_S79	seq_000001234	7
P13625_1080_S80	seq_000001234	8
P13625_1075_S75	seq_000001235	4
P13625_1077_S77	seq_000001235	168
P13625_1078_S78	seq_000001235	124
P13625_1079_S79	seq_000001235	96
P13625_1080_S80	seq_000001235	77
P13625_1079_S79	seq_000001236	1
P13625_1077_S77	seq_000001237	14
P13625_1078_S78	seq_000001237	20
P13625_1079_S79	seq_000001237	35
P13625_1080_S80	seq_000001237	22
P13625_1077_S77	seq_000001238	117
P13625_1078_S78	seq_000001238	64
P13625_1079_S79	seq_000001238	74
P13625_1080_S80	seq_000001238	54
P13625_1080_S80	seq_000001239	50
P13625_1079_S79	seq_000001240	50
P13625_1077_S77	seq_000001241	2
P13625_1077_S77	seq_000001242	1
P13625_1077_S77	seq_000001243	1
P13625_1075_S75	seq_000001244	25
P13625_1077_S77	seq_000001244	1011
P13625_1078_S78	seq_000001244	730
P13625_1079_S79	seq_000001244	634
P13625_1080_S80	seq_000001244	528
P13625_1079_S79	seq_000001245	1
P13625_1077_S77	seq_000001246	1
P13625_1078_S78	seq_000001247	14
P13625_1079_S79	seq_000001248	21
P13625_1078_S78	seq_000001249	38
P13625_1079_S79	seq_000001249	23
P13625_1077_S77	seq_000001250	16
P13625_1079_S79	seq_000001250	29
P13625_1080_S80	seq_000001250	19
P13625_1079_S79	seq_000001251	27
P13625_1080_S80	seq_000001251	31
P13625_1079_S79	seq_000001252	21
P13625_1080_S80	seq_000001253	29
P13625_1077_S77	seq_000001254	71
P13625_1078_S78	seq_000001254	98
P13625_1079_S79	seq_000001255	7
P13625_1077_S77	seq_000001256	17
P13625_1078_S78	seq_000001256	7
P13625_1078_S78	seq_000001257	7
P13625_1077_S77	seq_000001258	2
P13625_1077_S77	seq_000001259	1
P13625_1075_S75	seq_000001260	10
P13625_1077_S77	seq_000001260	307
P13625_1078_S78	seq_000001260	194
P13625_1079_S79	seq_000001260	215
P13625_1080_S80	seq_000001260	156
P13625_1077_S77	seq_000001261	1
P13625_1079_S79	seq_000001262	1
P13625_1075_S75	seq_000001263	1735
P13625_1078_S78	seq_000001264	15
P13625_1076_S76	seq_000001265	1
P13625_1075_S75	seq_000001266	1832
P13625_1076_S76	seq_000001266	1204
P13625_1076_S76	seq_000001267	1
P13625_1077_S77	seq_000001268	66
P13625_1078_S78	seq_000001268	31
P13625_1078_S78	seq_000001269	1
P13625_1078_S78	seq_000001270	1
P13625_1080_S80	seq_000001271	5
P13625_1078_S78	seq_000001272	3
P13625_1075_S75	seq_000001273	1106
P13625_1079_S79	seq_000001274	8
P13625_1080_S80	seq_000001274	6
P13625_1075_S75	seq_000001275	156
P13625_1075_S75	seq_000001276	1778
P13625_1079_S79	seq_000001277	3
P13625_1075_S75	seq_000001278	7
P13625_1076_S76	seq_000001278	6
P13625_1079_S79	seq_000001279	7
P13625_1077_S77	seq_000001280	16
P13625_1075_S75	seq_000001281	99
P13625_1077_S77	seq_000001282	20
P13625_1078_S78	seq_000001282	9
P13625_1075_S75	seq_000001283	85
P13625_1075_S75	seq_000001284	1597
P13625_1075_S75	seq_000001285	570
P13625_1079_S79	seq_000001286	12
P13625_1080_S80	seq_000001286	13
P13625_1077_S77	seq_000001287	7
P13625_1077_S77	seq_000001288	7
P13625_1077_S77	seq_000001289	28
P13625_1078_S78	seq_000001289	15
P13625_1079_S79	seq_000001289	8
P13625_1077_S77	seq_000001290	31
P13625_1078_S78	seq_000001290	15
P13625_1079_S79	seq_000001290	17
P13625_1080_S80	seq_000001290	18
P13625_1078_S78	seq_000001291	4
P13625_1078_S78	seq_000001292	21
P13625_1077_S77	seq_000001293	27
P13625_1079_S79	seq_000001293	8
P13625_1075_S75	seq_000001294	9
P13625_1077_S77	seq_000001294	378
P13625_1078_S78	seq_000001294	236
P13625_1079_S79	seq_000001294	26
P13625_1080_S80	seq_000001294	14
P13625_1075_S75	seq_000001295	430
P13625_1079_S79	seq_000001296	89
P13625_1080_S80	seq_000001296	79
P13625_1079_S79	seq_000001297	6
P13625_1080_S80	seq_000001297	9
P13625_1079_S79	seq_000001298	72
P13625_1080_S80	seq_000001298	42
P13625_1077_S77	seq_000001299	16
P13625_1078_S78	seq_000001299	8
P13625_1077_S77	seq_000001300	47
P13625_1078_S78	seq_000001300	29
P13625_1079_S79	seq_000001300	14
P13625_1080_S80	seq_000001300	16
P13625_1079_S79	seq_000001301	1
P13625_1079_S79	seq_000001302	1
P13625_1075_S75	seq_000001303	11
P13625_1076_S76	seq_000001303	2
P13625_1079_S79	seq_000001303	463
P13625_1080_S80	seq_000001303	337
P13625_1079_S79	seq_000001304	1
P13625_1079_S79	seq_000001305	1
P13625_1077_S77	seq_000001306	3
P13625_1077_S77	seq_000001307	9
P13625_1078_S78	seq_000001307	6
P13625_1079_S79	seq_000001308	46
P13625_1080_S80	seq_000001308	23
P13625_1080_S80	seq_000001309	9
P13625_1077_S77	seq_000001310	8
P13625_1075_S75	seq_000001311	4
P13625_1077_S77	seq_000001311	119
P13625_1078_S78	seq_000001311	64
P13625_1079_S79	seq_000001311	62
P13625_1080_S80	seq_000001311	57
P13625_1077_S77	seq_000001312	33
P13625_1078_S78	seq_000001312	21
P13625_1079_S79	seq_000001313	6
P13625_1079_S79	seq_000001314	101
P13625_1080_S80	seq_000001314	61
P13625_1077_S77	seq_000001315	96
P13625_1078_S78	seq_000001315	60
P13625_1079_S79	seq_000001315	14
P13625_1080_S80	seq_000001315	15
P13625_1077_S77	seq_000001316	53
P13625_1078_S78	seq_000001316	29
P13625_1079_S79	seq_000001316	50
P13625_1080_S80	seq_000001316	59
P13625_1079_S79	seq_000001317	3
P13625_1079_S79	seq_000001318	50
P13625_1080_S80	seq_000001318	32
P13625_1080_S80	seq_000001319	19
P13625_1075_S75	seq_000001320	8
P13625_1079_S79	seq_000001320	213
P13625_1080_S80	seq_000001320	182
P13625_1076_S76	seq_000001321	3
P13625_1079_S79	seq_000001321	224
P13625_1080_S80	seq_000001321	160
P13625_1077_S77	seq_000001322	43
P13625_1078_S78	seq_000001322	15
P13625_1077_S77	seq_000001323	48
P13625_1078_S78	seq_000001323	25
P13625_1079_S79	seq_000001323	23
P13625_1080_S80	seq_000001323	19
P13625_1079_S79	seq_000001324	1
P13625_1079_S79	seq_000001325	1
P13625_1079_S79	seq_000001326	1
P13625_1079_S79	seq_000001327	1
P13625_1075_S75	seq_000001328	8
P13625_1076_S76	seq_000001328	10
P13625_1079_S79	seq_000001328	931
P13625_1080_S80	seq_000001328	679
P13625_1079_S79	seq_000001329	1
P13625_1079_S79	seq_000001330	1
P13625_1079_S79	seq_000001331	1
P13625_1077_S77	seq_000001332	49
P13625_1078_S78	seq_000001332	49
P13625_1078_S78	seq_000001333	1
P13625_1077_S77	seq_000001334	162
P13625_1078_S78	seq_000001334	112
P13625_1079_S79	seq_000001334	2
P13625_1080_S80	seq_000001334	5
P13625_1077_S77	seq_000001335	9
P13625_1078_S78	seq_000001335	11
P13625_1080_S80	seq_000001335	8
P13625_1079_S79	seq_000001336	213
P13625_1080_S80	seq_000001336	207
P13625_1079_S79	seq_000001337	28
P13625_1080_S80	seq_000001337	43
P13625_1079_S79	seq_000001338	52
P13625_1080_S80	seq_000001338	42
P13625_1079_S79	seq_000001339	1
P13625_1075_S75	seq_000001340	3
P13625_1079_S79	seq_000001340	208
P13625_1080_S80	seq_000001340	180
P13625_1079_S79	seq_000001341	1
P13625_1075_S75	seq_000001342	6
P13625_1079_S79	seq_000001342	165
P13625_1080_S80	seq_000001342	124
P13625_1077_S77	seq_000001343	33
P13625_1078_S78	seq_000001343	9
P13625_1075_S75	seq_000001344	362
P13625_1075_S75	seq_000001345	104
P13625_1080_S80	seq_000001346	5
P13625_1079_S79	seq_000001347	10
P13625_1080_S80	seq_000001347	12
P13625_1077_S77	seq_000001348	21
P13625_1078_S78	seq_000001348	20
P13625_1079_S79	seq_000001348	31
P13625_1080_S80	seq_000001348	19
P13625_1079_S79	seq_000001349	1
P13625_1079_S79	seq_000001350	2
P13625_1079_S79	seq_000001351	1
P13625_1080_S80	seq_000001352	25
P13625_1075_S75	seq_000001353	5
P13625_1077_S77	seq_000001353	189
P13625_1078_S78	seq_000001353	96
P13625_1079_S79	seq_000001353	36
P13625_1080_S80	seq_000001353	52
P13625_1077_S77	seq_000001354	47
P13625_1078_S78	seq_000001354	36
P13625_1077_S77	seq_000001355	1
P13625_1076_S76	seq_000001356	7
P13625_1080_S80	seq_000001356	12
P13625_1075_S75	seq_000001357	1265
P13625_1077_S77	seq_000001358	15
P13625_1077_S77	seq_000001359	28
P13625_1078_S78	seq_000001359	13
P13625_1079_S79	seq_000001359	39
P13625_1080_S80	seq_000001359	69
P13625_1078_S78	seq_000001360	6
P13625_1079_S79	seq_000001360	19
P13625_1080_S80	seq_000001360	41
P13625_1075_S75	seq_000001361	325
P13625_1075_S75	seq_000001362	803
P13625_1075_S75	seq_000001363	1245
P13625_1078_S78	seq_000001364	12
P13625_1077_S77	seq_000001365	12
P13625_1077_S77	seq_000001366	10
P13625_1078_S78	seq_000001367	3
P13625_1078_S78	seq_000001368	5
P13625_1079_S79	seq_000001369	85
P13625_1080_S80	seq_000001369	76
P13625_1077_S77	seq_000001370	10
P13625_1078_S78	seq_000001370	4
P13625_1079_S79	seq_000001370	2
P13625_1077_S77	seq_000001371	1
P13625_1077_S77	seq_000001372	1
P13625_1077_S77	seq_000001373	2
P13625_1079_S79	seq_000001374	1
P13625_1078_S78	seq_000001375	1
P13625_1075_S75	seq_000001376	19
P13625_1077_S77	seq_000001376	1200
P13625_1078_S78	seq_000001376	612
P13625_1079_S79	seq_000001376	56
P13625_1080_S80	seq_000001376	68
P13625_1077_S77	seq_000001377	1
P13625_1077_S77	seq_000001378	1
P13625_1077_S77	seq_000001379	1
P13625_1077_S77	seq_000001380	1
P13625_1078_S78	seq_000001381	1
P13625_1078_S78	seq_000001382	1
