sample	seqname	count
P13625_1080_S80	seq_000000490	1720
P13625_1077_S77	seq_000000491	822
P13625_1078_S78	seq_000000491	527
P13625_1077_S77	seq_000000492	1
P13625_1079_S79	seq_000000493	1
P13625_1078_S78	seq_000000494	1
P13625_1078_S78	seq_000000495	1
P13625_1078_S78	seq_000000496	1
P13625_1078_S78	seq_000000497	7
P13625_1077_S77	seq_000000498	865
P13625_1078_S78	seq_000000498	518
P13625_1079_S79	seq_000000498	505
P13625_1080_S80	seq_000000498	562
P13625_1077_S77	seq_000000499	28
P13625_1078_S78	seq_000000499	22
P13625_1077_S77	seq_000000500	1119
P13625_1078_S78	seq_000000500	735
P13625_1079_S79	seq_000000500	301
P13625_1080_S80	seq_000000500	313
P13625_1077_S77	seq_000000501	876
P13625_1078_S78	seq_000000501	552
P13625_1079_S79	seq_000000502	243
P13625_1080_S80	seq_000000502	263
P13625_1077_S77	seq_000000503	1
P13625_1075_S75	seq_000000504	42
P13625_1077_S77	seq_000000504	976
P13625_1078_S78	seq_000000504	566
P13625_1076_S76	seq_000000505	20
P13625_1079_S79	seq_000000505	135
P13625_1080_S80	seq_000000505	136
P13625_1078_S78	seq_000000506	1
P13625_1078_S78	seq_000000507	1
P13625_1077_S77	seq_000000508	5
P13625_1078_S78	seq_000000508	6
P13625_1079_S79	seq_000000508	2
P13625_1080_S80	seq_000000508	5
P13625_1077_S77	seq_000000509	4
P13625_1075_S75	seq_000000510	1250
P13625_1079_S79	seq_000000511	33
P13625_1080_S80	seq_000000511	29
P13625_1079_S79	seq_000000512	1
P13625_1077_S77	seq_000000513	379
P13625_1078_S78	seq_000000513	240
P13625_1079_S79	seq_000000513	138
P13625_1080_S80	seq_000000513	114
P13625_1078_S78	seq_000000514	2
P13625_1078_S78	seq_000000515	1
P13625_1078_S78	seq_000000516	1
P13625_1079_S79	seq_000000517	1
P13625_1075_S75	seq_000000518	44
P13625_1077_S77	seq_000000518	1168
P13625_1078_S78	seq_000000518	789
P13625_1079_S79	seq_000000518	128
P13625_1080_S80	seq_000000518	111
P13625_1077_S77	seq_000000519	816
P13625_1078_S78	seq_000000519	557
P13625_1079_S79	seq_000000520	1
P13625_1078_S78	seq_000000521	2
P13625_1078_S78	seq_000000522	1
P13625_1079_S79	seq_000000523	1
P13625_1077_S77	seq_000000524	1
P13625_1079_S79	seq_000000525	1
P13625_1079_S79	seq_000000526	1
P13625_1077_S77	seq_000000527	1
P13625_1079_S79	seq_000000528	1
P13625_1077_S77	seq_000000529	1
P13625_1077_S77	seq_000000530	1
P13625_1077_S77	seq_000000531	3
P13625_1077_S77	seq_000000532	2
P13625_1080_S80	seq_000000533	1
P13625_1080_S80	seq_000000534	1
P13625_1080_S80	seq_000000535	1
P13625_1080_S80	seq_000000536	1
P13625_1078_S78	seq_000000537	2
P13625_1078_S78	seq_000000538	2
P13625_1077_S77	seq_000000539	1
P13625_1077_S77	seq_000000540	1
P13625_1075_S75	seq_000000541	81
P13625_1077_S77	seq_000000541	3574
P13625_1078_S78	seq_000000541	2424
P13625_1079_S79	seq_000000541	815
P13625_1080_S80	seq_000000541	581
P13625_1077_S77	seq_000000542	246
P13625_1078_S78	seq_000000542	168
P13625_1075_S75	seq_000000543	8
P13625_1077_S77	seq_000000543	41
P13625_1078_S78	seq_000000543	47
P13625_1079_S79	seq_000000543	91
P13625_1080_S80	seq_000000543	88
P13625_1077_S77	seq_000000544	94
P13625_1077_S77	seq_000000545	118
P13625_1078_S78	seq_000000545	84
P13625_1079_S79	seq_000000546	11
P13625_1077_S77	seq_000000547	197
P13625_1078_S78	seq_000000547	168
P13625_1079_S79	seq_000000547	45
P13625_1080_S80	seq_000000547	26
P13625_1079_S79	seq_000000548	1
P13625_1079_S79	seq_000000549	1
P13625_1079_S79	seq_000000550	1
P13625_1079_S79	seq_000000551	1
P13625_1079_S79	seq_000000552	1
P13625_1079_S79	seq_000000553	1
P13625_1079_S79	seq_000000554	1
P13625_1079_S79	seq_000000555	1
P13625_1077_S77	seq_000000556	94
P13625_1078_S78	seq_000000556	112
P13625_1079_S79	seq_000000556	150
P13625_1080_S80	seq_000000556	91
P13625_1077_S77	seq_000000557	21
P13625_1078_S78	seq_000000557	22
P13625_1077_S77	seq_000000558	62
P13625_1078_S78	seq_000000558	68
P13625_1077_S77	seq_000000559	1
P13625_1077_S77	seq_000000560	1
P13625_1075_S75	seq_000000561	35
P13625_1077_S77	seq_000000561	424
P13625_1078_S78	seq_000000561	467
P13625_1079_S79	seq_000000561	125
P13625_1080_S80	seq_000000561	94
P13625_1078_S78	seq_000000562	1
P13625_1077_S77	seq_000000563	1
P13625_1075_S75	seq_000000564	25
P13625_1077_S77	seq_000000564	209
P13625_1078_S78	seq_000000564	217
P13625_1079_S79	seq_000000564	141
P13625_1080_S80	seq_000000564	92
P13625_1079_S79	seq_000000565	77
P13625_1080_S80	seq_000000565	60
P13625_1077_S77	seq_000000566	32
P13625_1080_S80	seq_000000566	13
P13625_1078_S78	seq_000000567	1
P13625_1079_S79	seq_000000568	1
P13625_1079_S79	seq_000000569	1
P13625_1078_S78	seq_000000570	1
P13625_1075_S75	seq_000000571	16
P13625_1077_S77	seq_000000571	482
P13625_1078_S78	seq_000000571	422
P13625_1079_S79	seq_000000571	273
P13625_1080_S80	seq_000000571	192
P13625_1077_S77	seq_000000572	3
P13625_1079_S79	seq_000000572	15
P13625_1080_S80	seq_000000573	15
P13625_1077_S77	seq_000000574	1
P13625_1079_S79	seq_000000575	1
P13625_1078_S78	seq_000000576	1
P13625_1077_S77	seq_000000577	1
P13625_1077_S77	seq_000000578	1
P13625_1075_S75	seq_000000579	41
P13625_1077_S77	seq_000000579	1360
P13625_1078_S78	seq_000000579	1068
P13625_1079_S79	seq_000000579	145
P13625_1080_S80	seq_000000579	105
P13625_1077_S77	seq_000000580	103
P13625_1078_S78	seq_000000580	46
P13625_1079_S79	seq_000000581	46
P13625_1078_S78	seq_000000582	1
P13625_1077_S77	seq_000000583	1
P13625_1077_S77	seq_000000584	1
P13625_1077_S77	seq_000000585	47
P13625_1077_S77	seq_000000586	59
P13625_1078_S78	seq_000000586	60
P13625_1080_S80	seq_000000586	30
P13625_1077_S77	seq_000000587	1
P13625_1077_S77	seq_000000588	1
P13625_1079_S79	seq_000000589	12
P13625_1079_S79	seq_000000590	31
P13625_1077_S77	seq_000000591	65
P13625_1078_S78	seq_000000591	64
P13625_1079_S79	seq_000000591	81
P13625_1080_S80	seq_000000591	81
P13625_1077_S77	seq_000000592	1
P13625_1075_S75	seq_000000593	8
P13625_1077_S77	seq_000000593	101
P13625_1078_S78	seq_000000593	95
P13625_1079_S79	seq_000000593	24
P13625_1080_S80	seq_000000593	25
P13625_1077_S77	seq_000000594	5
P13625_1079_S79	seq_000000594	30
P13625_1080_S80	seq_000000594	20
P13625_1080_S80	seq_000000595	1
P13625_1079_S79	seq_000000596	1
P13625_1079_S79	seq_000000597	1
P13625_1077_S77	seq_000000598	1
P13625_1078_S78	seq_000000599	1
P13625_1078_S78	seq_000000600	1
P13625_1077_S77	seq_000000601	1
P13625_1077_S77	seq_000000602	1
P13625_1077_S77	seq_000000603	2
P13625_1078_S78	seq_000000604	1
P13625_1075_S75	seq_000000605	57
P13625_1077_S77	seq_000000605	2107
P13625_1078_S78	seq_000000605	2720
P13625_1079_S79	seq_000000605	137
P13625_1080_S80	seq_000000605	125
P13625_1077_S77	seq_000000606	72
P13625_1078_S78	seq_000000606	102
P13625_1077_S77	seq_000000607	1
P13625_1077_S77	seq_000000608	1
P13625_1078_S78	seq_000000609	1
P13625_1078_S78	seq_000000610	1
P13625_1078_S78	seq_000000611	1
P13625_1078_S78	seq_000000612	1
P13625_1078_S78	seq_000000613	1
P13625_1078_S78	seq_000000614	1
P13625_1078_S78	seq_000000615	1
P13625_1077_S77	seq_000000616	1
P13625_1077_S77	seq_000000617	1
P13625_1078_S78	seq_000000618	1
P13625_1078_S78	seq_000000619	1
P13625_1078_S78	seq_000000620	1
P13625_1078_S78	seq_000000621	2
P13625_1077_S77	seq_000000622	1
P13625_1077_S77	seq_000000623	1
P13625_1077_S77	seq_000000624	1
P13625_1078_S78	seq_000000625	1
P13625_1077_S77	seq_000000626	1
P13625_1078_S78	seq_000000627	1
P13625_1079_S79	seq_000000628	35
P13625_1075_S75	seq_000000629	12
P13625_1077_S77	seq_000000629	161
P13625_1078_S78	seq_000000629	125
P13625_1079_S79	seq_000000629	203
P13625_1080_S80	seq_000000629	160
P13625_1077_S77	seq_000000630	1
P13625_1079_S79	seq_000000631	1
P13625_1077_S77	seq_000000632	1
P13625_1077_S77	seq_000000633	42
P13625_1078_S78	seq_000000633	51
P13625_1079_S79	seq_000000633	120
P13625_1080_S80	seq_000000633	116
P13625_1078_S78	seq_000000634	1
P13625_1078_S78	seq_000000635	1
P13625_1078_S78	seq_000000636	1
P13625_1079_S79	seq_000000637	371
P13625_1080_S80	seq_000000637	265
P13625_1080_S80	seq_000000638	1
P13625_1079_S79	seq_000000639	1
P13625_1080_S80	seq_000000640	1
P13625_1080_S80	seq_000000641	1
P13625_1079_S79	seq_000000642	1
P13625_1079_S79	seq_000000643	1
P13625_1080_S80	seq_000000644	1
P13625_1075_S75	seq_000000645	185
P13625_1076_S76	seq_000000645	78
P13625_1077_S77	seq_000000645	790
P13625_1078_S78	seq_000000645	672
P13625_1079_S79	seq_000000645	13486
P13625_1080_S80	seq_000000645	10791
P13625_1079_S79	seq_000000646	1
P13625_1079_S79	seq_000000647	1
P13625_1078_S78	seq_000000648	1
P13625_1078_S78	seq_000000649	1
P13625_1079_S79	seq_000000650	2
P13625_1079_S79	seq_000000651	2
P13625_1079_S79	seq_000000652	2
P13625_1077_S77	seq_000000653	1
P13625_1077_S77	seq_000000654	1
P13625_1077_S77	seq_000000655	1
P13625_1079_S79	seq_000000656	1
P13625_1079_S79	seq_000000657	1
P13625_1079_S79	seq_000000658	1
P13625_1079_S79	seq_000000659	1
P13625_1079_S79	seq_000000660	1
P13625_1079_S79	seq_000000661	2
P13625_1080_S80	seq_000000661	1
P13625_1079_S79	seq_000000662	1
P13625_1079_S79	seq_000000663	1
P13625_1079_S79	seq_000000664	1
P13625_1079_S79	seq_000000665	2
P13625_1080_S80	seq_000000666	1
P13625_1077_S77	seq_000000667	1
P13625_1077_S77	seq_000000668	1
P13625_1079_S79	seq_000000669	1
P13625_1077_S77	seq_000000670	1
P13625_1079_S79	seq_000000671	369
P13625_1080_S80	seq_000000671	295
P13625_1079_S79	seq_000000672	1
P13625_1079_S79	seq_000000673	1
P13625_1077_S77	seq_000000674	2
P13625_1077_S77	seq_000000675	1
P13625_1077_S77	seq_000000676	1
P13625_1078_S78	seq_000000677	1
P13625_1075_S75	seq_000000678	75
P13625_1076_S76	seq_000000678	17
P13625_1077_S77	seq_000000678	2355
P13625_1078_S78	seq_000000678	2112
P13625_1079_S79	seq_000000678	1478
P13625_1080_S80	seq_000000678	1201
P13625_1079_S79	seq_000000679	2
P13625_1079_S79	seq_000000680	1
P13625_1079_S79	seq_000000681	1
P13625_1080_S80	seq_000000682	1
P13625_1079_S79	seq_000000683	1
P13625_1078_S78	seq_000000684	1
P13625_1078_S78	seq_000000685	1
P13625_1078_S78	seq_000000686	1
P13625_1078_S78	seq_000000687	1
P13625_1079_S79	seq_000000688	1
P13625_1079_S79	seq_000000689	1
P13625_1079_S79	seq_000000690	1
P13625_1078_S78	seq_000000691	2
P13625_1078_S78	seq_000000692	1
P13625_1077_S77	seq_000000693	1
P13625_1079_S79	seq_000000694	1
P13625_1079_S79	seq_000000695	1
P13625_1077_S77	seq_000000696	106
P13625_1078_S78	seq_000000696	110
P13625_1077_S77	seq_000000697	175
P13625_1078_S78	seq_000000697	169
P13625_1079_S79	seq_000000697	223
P13625_1080_S80	seq_000000697	187
P13625_1075_S75	seq_000000698	3
P13625_1076_S76	seq_000000698	3
P13625_1077_S77	seq_000000698	187
P13625_1078_S78	seq_000000698	196
P13625_1079_S79	seq_000000698	62
P13625_1080_S80	seq_000000698	57
P13625_1078_S78	seq_000000699	1
P13625_1080_S80	seq_000000700	1
P13625_1078_S78	seq_000000701	1
P13625_1079_S79	seq_000000702	13
P13625_1080_S80	seq_000000702	3
P13625_1079_S79	seq_000000703	1
P13625_1079_S79	seq_000000704	1
P13625_1079_S79	seq_000000705	1
P13625_1077_S77	seq_000000706	1
P13625_1079_S79	seq_000000707	2
P13625_1078_S78	seq_000000708	1
P13625_1076_S76	seq_000000709	6
P13625_1077_S77	seq_000000709	153
P13625_1078_S78	seq_000000709	195
P13625_1079_S79	seq_000000709	385
P13625_1080_S80	seq_000000709	288
P13625_1077_S77	seq_000000710	74
P13625_1078_S78	seq_000000710	94
P13625_1079_S79	seq_000000710	342
P13625_1080_S80	seq_000000710	206
P13625_1078_S78	seq_000000711	1
P13625_1078_S78	seq_000000712	1
P13625_1080_S80	seq_000000713	1
P13625_1080_S80	seq_000000714	1
P13625_1080_S80	seq_000000715	1
P13625_1075_S75	seq_000000716	34
P13625_1077_S77	seq_000000716	102
P13625_1078_S78	seq_000000716	135
P13625_1079_S79	seq_000000716	410
P13625_1080_S80	seq_000000716	288
P13625_1079_S79	seq_000000717	27
P13625_1080_S80	seq_000000717	16
P13625_1077_S77	seq_000000718	1
P13625_1075_S75	seq_000000719	25
P13625_1077_S77	seq_000000719	732
P13625_1078_S78	seq_000000719	506
P13625_1079_S79	seq_000000719	256
P13625_1080_S80	seq_000000719	255
P13625_1079_S79	seq_000000720	1
P13625_1079_S79	seq_000000721	1
P13625_1079_S79	seq_000000722	54
P13625_1080_S80	seq_000000722	23
P13625_1075_S75	seq_000000723	26
P13625_1077_S77	seq_000000723	373
P13625_1078_S78	seq_000000723	248
P13625_1079_S79	seq_000000723	113
P13625_1080_S80	seq_000000723	92
P13625_1077_S77	seq_000000724	207
P13625_1078_S78	seq_000000724	122
P13625_1077_S77	seq_000000725	191
P13625_1078_S78	seq_000000725	137
P13625_1079_S79	seq_000000725	58
P13625_1080_S80	seq_000000725	39
P13625_1079_S79	seq_000000726	1
P13625_1079_S79	seq_000000727	1
P13625_1079_S79	seq_000000728	1
P13625_1079_S79	seq_000000729	1
P13625_1077_S77	seq_000000730	1
P13625_1077_S77	seq_000000731	2
P13625_1078_S78	seq_000000732	1
P13625_1077_S77	seq_000000733	1
P13625_1080_S80	seq_000000734	1
P13625_1075_S75	seq_000000735	71
P13625_1076_S76	seq_000000735	8
P13625_1077_S77	seq_000000735	1998
P13625_1078_S78	seq_000000735	1685
P13625_1079_S79	seq_000000735	1206
P13625_1080_S80	seq_000000735	937
P13625_1077_S77	seq_000000736	562
P13625_1078_S78	seq_000000736	449
P13625_1079_S79	seq_000000736	460
P13625_1080_S80	seq_000000736	352
P13625_1077_S77	seq_000000737	95
P13625_1078_S78	seq_000000737	71
P13625_1078_S78	seq_000000738	1
P13625_1078_S78	seq_000000739	1
P13625_1079_S79	seq_000000740	1
P13625_1077_S77	seq_000000741	79
P13625_1078_S78	seq_000000741	138
P13625_1079_S79	seq_000000741	208
P13625_1080_S80	seq_000000741	132
P13625_1077_S77	seq_000000742	1
P13625_1078_S78	seq_000000743	1
P13625_1078_S78	seq_000000744	1
P13625_1079_S79	seq_000000745	1
P13625_1078_S78	seq_000000746	1
P13625_1078_S78	seq_000000747	1
P13625_1078_S78	seq_000000748	1
P13625_1079_S79	seq_000000749	1
P13625_1079_S79	seq_000000750	1
P13625_1079_S79	seq_000000751	1
P13625_1079_S79	seq_000000752	1
P13625_1077_S77	seq_000000753	1
P13625_1077_S77	seq_000000754	136
P13625_1078_S78	seq_000000754	64
P13625_1079_S79	seq_000000754	20
P13625_1080_S80	seq_000000754	37
P13625_1079_S79	seq_000000755	42
P13625_1075_S75	seq_000000756	6
P13625_1077_S77	seq_000000756	152
P13625_1078_S78	seq_000000756	76
P13625_1077_S77	seq_000000757	1
P13625_1080_S80	seq_000000758	26
P13625_1075_S75	seq_000000759	25
P13625_1077_S77	seq_000000759	144
P13625_1078_S78	seq_000000759	123
P13625_1079_S79	seq_000000759	117
P13625_1080_S80	seq_000000759	94
P13625_1077_S77	seq_000000760	179
P13625_1078_S78	seq_000000760	189
P13625_1079_S79	seq_000000760	100
P13625_1080_S80	seq_000000760	83
P13625_1077_S77	seq_000000761	40
P13625_1078_S78	seq_000000761	46
P13625_1077_S77	seq_000000762	2
P13625_1077_S77	seq_000000763	13
P13625_1078_S78	seq_000000763	15
P13625_1079_S79	seq_000000763	16
P13625_1080_S80	seq_000000763	14
P13625_1075_S75	seq_000000764	2
P13625_1077_S77	seq_000000765	66
P13625_1077_S77	seq_000000766	1
P13625_1077_S77	seq_000000767	1
P13625_1077_S77	seq_000000768	1
P13625_1077_S77	seq_000000769	1
P13625_1077_S77	seq_000000770	1
P13625_1079_S79	seq_000000771	3
P13625_1078_S78	seq_000000772	1
P13625_1079_S79	seq_000000773	1
P13625_1075_S75	seq_000000774	93
P13625_1076_S76	seq_000000774	12
P13625_1077_S77	seq_000000774	681
P13625_1078_S78	seq_000000774	512
P13625_1079_S79	seq_000000774	1735
P13625_1080_S80	seq_000000774	1279
P13625_1077_S77	seq_000000775	531
P13625_1078_S78	seq_000000775	344
P13625_1079_S79	seq_000000775	754
P13625_1080_S80	seq_000000775	561
P13625_1080_S80	seq_000000776	1
P13625_1077_S77	seq_000000777	67
P13625_1079_S79	seq_000000777	315
P13625_1080_S80	seq_000000777	245
P13625_1077_S77	seq_000000778	53
P13625_1078_S78	seq_000000778	35
P13625_1079_S79	seq_000000778	39
P13625_1077_S77	seq_000000779	81
P13625_1078_S78	seq_000000779	64
P13625_1079_S79	seq_000000779	20
P13625_1080_S80	seq_000000779	15
P13625_1077_S77	seq_000000780	171
P13625_1078_S78	seq_000000780	105
P13625_1077_S77	seq_000000781	1
P13625_1077_S77	seq_000000782	1
P13625_1077_S77	seq_000000783	101
P13625_1078_S78	seq_000000783	72
P13625_1080_S80	seq_000000784	1
P13625_1080_S80	seq_000000785	1
P13625_1080_S80	seq_000000786	1
P13625_1077_S77	seq_000000787	107
P13625_1078_S78	seq_000000787	71
P13625_1079_S79	seq_000000787	103
P13625_1080_S80	seq_000000787	92
P13625_1078_S78	seq_000000788	1
P13625_1079_S79	seq_000000789	2
P13625_1077_S77	seq_000000790	1
P13625_1079_S79	seq_000000791	1
P13625_1079_S79	seq_000000792	1
P13625_1080_S80	seq_000000793	1
P13625_1080_S80	seq_000000794	1
P13625_1077_S77	seq_000000795	1
P13625_1077_S77	seq_000000796	63
P13625_1078_S78	seq_000000796	62
P13625_1079_S79	seq_000000796	526
P13625_1080_S80	seq_000000796	425
P13625_1075_S75	seq_000000797	38
P13625_1077_S77	seq_000000797	117
P13625_1078_S78	seq_000000797	80
P13625_1079_S79	seq_000000797	625
P13625_1080_S80	seq_000000797	485
P13625_1079_S79	seq_000000798	108
P13625_1080_S80	seq_000000798	68
P13625_1077_S77	seq_000000799	67
P13625_1078_S78	seq_000000799	41
P13625_1079_S79	seq_000000799	78
P13625_1080_S80	seq_000000799	97
P13625_1080_S80	seq_000000800	1
P13625_1077_S77	seq_000000801	1
P13625_1077_S77	seq_000000802	121
P13625_1078_S78	seq_000000802	96
P13625_1079_S79	seq_000000802	52
P13625_1080_S80	seq_000000802	43
P13625_1077_S77	seq_000000803	64
P13625_1078_S78	seq_000000803	47
P13625_1079_S79	seq_000000803	235
P13625_1080_S80	seq_000000803	174
P13625_1079_S79	seq_000000804	1
P13625_1079_S79	seq_000000805	1
P13625_1079_S79	seq_000000806	2
P13625_1078_S78	seq_000000807	1
P13625_1075_S75	seq_000000808	11
P13625_1077_S77	seq_000000808	345
P13625_1078_S78	seq_000000808	241
P13625_1079_S79	seq_000000808	288
P13625_1080_S80	seq_000000808	184
P13625_1078_S78	seq_000000809	1
P13625_1078_S78	seq_000000810	1
P13625_1079_S79	seq_000000811	1
P13625_1079_S79	seq_000000812	1
P13625_1079_S79	seq_000000813	1
P13625_1079_S79	seq_000000814	1
P13625_1079_S79	seq_000000815	3
P13625_1078_S78	seq_000000816	1
P13625_1077_S77	seq_000000817	1
P13625_1077_S77	seq_000000818	1
P13625_1077_S77	seq_000000819	1
P13625_1079_S79	seq_000000820	1
P13625_1077_S77	seq_000000821	19
P13625_1078_S78	seq_000000821	21
P13625_1079_S79	seq_000000821	21
P13625_1080_S80	seq_000000821	12
P13625_1075_S75	seq_000000822	5
P13625_1077_S77	seq_000000823	29
P13625_1078_S78	seq_000000823	30
P13625_1079_S79	seq_000000823	54
P13625_1080_S80	seq_000000823	60
P13625_1077_S77	seq_000000824	24
P13625_1078_S78	seq_000000824	24
P13625_1079_S79	seq_000000824	118
P13625_1080_S80	seq_000000824	64
P13625_1079_S79	seq_000000825	387
P13625_1080_S80	seq_000000825	316
P13625_1077_S77	seq_000000826	101
P13625_1078_S78	seq_000000826	62
P13625_1077_S77	seq_000000827	78
P13625_1078_S78	seq_000000827	96
P13625_1078_S78	seq_000000828	1
P13625_1075_S75	seq_000000829	20
P13625_1079_S79	seq_000000829	274
P13625_1080_S80	seq_000000829	195
P13625_1079_S79	seq_000000830	145
P13625_1080_S80	seq_000000830	97
P13625_1077_S77	seq_000000831	1
P13625_1077_S77	seq_000000832	125
P13625_1078_S78	seq_000000832	65
P13625_1079_S79	seq_000000832	5
P13625_1080_S80	seq_000000832	6
P13625_1078_S78	seq_000000833	1
P13625_1077_S77	seq_000000834	1
P13625_1078_S78	seq_000000835	1
P13625_1077_S77	seq_000000836	1
P13625_1079_S79	seq_000000837	1
P13625_1079_S79	seq_000000838	1
P13625_1078_S78	seq_000000839	1
P13625_1078_S78	seq_000000840	1
P13625_1077_S77	seq_000000841	445
P13625_1078_S78	seq_000000841	309
P13625_1079_S79	seq_000000841	416
P13625_1080_S80	seq_000000841	399
P13625_1075_S75	seq_000000842	49
P13625_1077_S77	seq_000000842	48
P13625_1079_S79	seq_000000842	946
P13625_1080_S80	seq_000000842	876
P13625_1078_S78	seq_000000843	1
P13625_1077_S77	seq_000000844	1
P13625_1079_S79	seq_000000845	1
P13625_1078_S78	seq_000000846	1
P13625_1078_S78	seq_000000847	1
P13625_1079_S79	seq_000000848	1
P13625_1079_S79	seq_000000849	1
P13625_1079_S79	seq_000000850	1
P13625_1079_S79	seq_000000851	1
P13625_1079_S79	seq_000000852	1
P13625_1078_S78	seq_000000853	1
P13625_1077_S77	seq_000000854	1
P13625_1077_S77	seq_000000855	1
P13625_1078_S78	seq_000000856	1
P13625_1078_S78	seq_000000857	1
P13625_1077_S77	seq_000000858	1
P13625_1077_S77	seq_000000859	1
P13625_1077_S77	seq_000000860	71
P13625_1078_S78	seq_000000860	48
P13625_1079_S79	seq_000000860	31
P13625_1080_S80	seq_000000860	19
P13625_1077_S77	seq_000000861	1
P13625_1075_S75	seq_000000862	38
P13625_1076_S76	seq_000000862	5
P13625_1077_S77	seq_000000862	1058
P13625_1078_S78	seq_000000862	1063
P13625_1079_S79	seq_000000862	463
P13625_1080_S80	seq_000000862	318
P13625_1078_S78	seq_000000863	1
P13625_1080_S80	seq_000000864	1
P13625_1080_S80	seq_000000865	1
P13625_1078_S78	seq_000000866	1
P13625_1075_S75	seq_000000867	16
P13625_1077_S77	seq_000000867	451
P13625_1078_S78	seq_000000867	308
P13625_1079_S79	seq_000000867	77
P13625_1080_S80	seq_000000867	62
P13625_1077_S77	seq_000000868	168
P13625_1078_S78	seq_000000868	142
P13625_1077_S77	seq_000000869	26
P13625_1078_S78	seq_000000869	28
P13625_1079_S79	seq_000000869	38
P13625_1080_S80	seq_000000869	21
P13625_1077_S77	seq_000000870	1
P13625_1077_S77	seq_000000871	114
P13625_1078_S78	seq_000000871	109
P13625_1079_S79	seq_000000871	88
P13625_1080_S80	seq_000000871	76
P13625_1077_S77	seq_000000872	274
P13625_1078_S78	seq_000000872	291
P13625_1079_S79	seq_000000872	119
P13625_1080_S80	seq_000000872	94
P13625_1075_S75	seq_000000873	49
P13625_1077_S77	seq_000000873	397
P13625_1078_S78	seq_000000873	389
P13625_1079_S79	seq_000000873	71
P13625_1080_S80	seq_000000873	43
P13625_1076_S76	seq_000000874	5
P13625_1077_S77	seq_000000874	108
P13625_1078_S78	seq_000000874	99
P13625_1079_S79	seq_000000874	77
P13625_1080_S80	seq_000000874	63
P13625_1077_S77	seq_000000875	1
P13625_1077_S77	seq_000000876	1
P13625_1077_S77	seq_000000877	1
P13625_1077_S77	seq_000000878	114
P13625_1078_S78	seq_000000878	106
P13625_1079_S79	seq_000000878	91
P13625_1080_S80	seq_000000878	94
P13625_1080_S80	seq_000000879	1
P13625_1080_S80	seq_000000880	1
P13625_1077_S77	seq_000000881	1
P13625_1075_S75	seq_000000882	6
P13625_1077_S77	seq_000000882	216
P13625_1078_S78	seq_000000882	131
P13625_1079_S79	seq_000000882	86
P13625_1080_S80	seq_000000882	76
P13625_1077_S77	seq_000000883	1
P13625_1077_S77	seq_000000884	1
P13625_1077_S77	seq_000000885	1
P13625_1077_S77	seq_000000886	1
P13625_1076_S76	seq_000000887	2
P13625_1077_S77	seq_000000887	42
P13625_1078_S78	seq_000000887	46
P13625_1078_S78	seq_000000888	17
P13625_1075_S75	seq_000000889	3
P13625_1077_S77	seq_000000889	32
P13625_1078_S78	seq_000000889	18
P13625_1079_S79	seq_000000889	11
P13625_1080_S80	seq_000000889	5
P13625_1077_S77	seq_000000890	28
P13625_1078_S78	seq_000000890	24
P13625_1079_S79	seq_000000891	1
P13625_1079_S79	seq_000000892	1
P13625_1079_S79	seq_000000893	1
P13625_1079_S79	seq_000000894	1
P13625_1079_S79	seq_000000895	2
P13625_1079_S79	seq_000000896	3
P13625_1079_S79	seq_000000897	1
P13625_1079_S79	seq_000000898	1
P13625_1075_S75	seq_000000899	102
P13625_1076_S76	seq_000000899	22
P13625_1079_S79	seq_000000899	4776
P13625_1080_S80	seq_000000899	3773
P13625_1079_S79	seq_000000900	1
P13625_1080_S80	seq_000000901	2
P13625_1079_S79	seq_000000902	7
P13625_1079_S79	seq_000000903	1
P13625_1080_S80	seq_000000904	5
P13625_1077_S77	seq_000000905	39
P13625_1078_S78	seq_000000905	41
P13625_1079_S79	seq_000000905	11
P13625_1080_S80	seq_000000905	8
P13625_1078_S78	seq_000000906	1
P13625_1077_S77	seq_000000907	1
P13625_1077_S77	seq_000000908	1
P13625_1077_S77	seq_000000909	1
P13625_1078_S78	seq_000000910	1
P13625_1078_S78	seq_000000911	1
P13625_1078_S78	seq_000000912	1
P13625_1078_S78	seq_000000913	1
P13625_1078_S78	seq_000000914	2
P13625_1078_S78	seq_000000915	1
P13625_1075_S75	seq_000000916	7
P13625_1077_S77	seq_000000916	85
P13625_1078_S78	seq_000000916	74
P13625_1079_S79	seq_000000916	21
P13625_1080_S80	seq_000000916	18
P13625_1079_S79	seq_000000917	25
P13625_1080_S80	seq_000000917	20
P13625_1079_S79	seq_000000918	44
P13625_1080_S80	seq_000000918	50
P13625_1080_S80	seq_000000919	1
P13625_1080_S80	seq_000000920	1
P13625_1079_S79	seq_000000921	390
P13625_1080_S80	seq_000000921	373
P13625_1079_S79	seq_000000922	1
P13625_1075_S75	seq_000000923	21
P13625_1079_S79	seq_000000923	767
P13625_1080_S80	seq_000000923	754
P13625_1077_S77	seq_000000924	83
P13625_1078_S78	seq_000000924	50
P13625_1079_S79	seq_000000924	51
P13625_1080_S80	seq_000000924	41
P13625_1077_S77	seq_000000925	1
P13625_1077_S77	seq_000000926	1
P13625_1078_S78	seq_000000927	1
P13625_1078_S78	seq_000000928	1
P13625_1075_S75	seq_000000929	12
P13625_1077_S77	seq_000000929	75
P13625_1078_S78	seq_000000929	104
P13625_1079_S79	seq_000000929	116
P13625_1080_S80	seq_000000929	78
P13625_1079_S79	seq_000000930	1
